plz,district,name,street,house_number,provider,licensed_capacity
12309,Tempelhof-Schöneberg,Cheburashka-Tempelhof,Nahariyastr.,040,Cheburashka gGmbH,24
12309,Tempelhof-Schöneberg,Kindergarten Muna,Homburgstr.,017,IKT Stadtindianer e.V.,21
12309,Tempelhof-Schöneberg,EKT - Kita-Verein Lichtenrade Ost,Groß-Ziethener Str.,090,Kindertagesstättenverein Lichtenrade-Ost e. V.,17
12347,Neukölln,Lebenshilfe iKita,Straße 614,024,Lebenshilfe iKita gGmbH,260
12347,Neukölln,Kita Sonnenkäfer,Holzmindener Str.,23,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,168
12347,Neukölln,Kita Arielle 2,Germaniapromenade,010,Ali Baba Multikulturelle Generation gGmbH,80
12347,Neukölln,Kita Arielle 4,Britzer Damm,058,Grenzenlos Kind gemeinnützige UG (haftungsbeschränkt),80
12347,Neukölln,Elif und Emil 1,Britzer Damm,146,IKV Kita gGmbH,70
12347,Neukölln,Villa Frühlicht,Britzer Damm,141,"JuBiSA - Jugend, Bildung und Soziale Arbeit gemeinnützige UG (haftungsbeschränkt)",57
12347,Neukölln,EKT - Dinglhopper,Mohriner Allee,067,Dinglhopper e.V.,40
12347,Neukölln,Kindertagesstätte Kinderplaneten,Germaniapromenade,008,Sprache verbindet IB gGmbH,40
12347,Neukölln,Kita Kleine Monster AG,Mohriner Allee,096,Kleine Monster e. V.,33
12347,Neukölln,Kita Salam-Frieden 3,Jahnstr.,85,Wassila Soziale Gesellschaft für Integration u. Arbeit mit Kindern und Jugendlichen gGmbH,32
12347,Neukölln,EKT Matschmonster,Britzer Damm,101,Matschmonster e.V.,28
12347,Neukölln,Kita Mucklabo,Wederstr.,87,Nordische Bildungswerkstatt UG (haftungsbeschränkt),25
12347,Neukölln,Kita Britzer Zwerge,Britzer Damm,154,Hauptstadtzwerge gGmbH,25
12347,Neukölln,Kita Matschmonster 3,Britzer Damm,147,Matschmonster e.V.,17
12347,Neukölln,Heilpädagogische Gruppe Lebenshilfe iKita,Straße 614,24,Lebenshilfe iKita gGmbH,8
12347,Neukölln,Kita Riesestr. 2-4/Kitas SüdOst,Riesestr.,2,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,0
12349,Neukölln,Kita Künheimer Weg,Künheimer Weg,7,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,158
12349,Neukölln,Kita An den Achterhöfen 1/Kitas SüdOst,An den Achterhöfen,001,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,136
12349,Neukölln,Kindergarten am Britzer Garten,Buckower Damm,186,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,136
12349,Neukölln,Kindergarten Grashüpfer,Parksiedlung Spruch,111,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,130
12349,Neukölln,Freude Kita Neukölln 2,Am Mühlanger,19,FREUDE Kindergärten Süd-West gGmbH,116
12349,Neukölln,Buckower Spatzen Bewegungskindergarten,Buckower Damm,192,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,105
12349,Neukölln,Humanistische Kindertagesstätte Michel-Klinitz-Weg,Michel-Klinitz-Weg,18,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",104
12349,Neukölln,Ev. Kita Neu-Buckow,Quarzweg,116,Evangelischer Verband für Kita und Familie,102
12349,Neukölln,Kita Rüsselbande,Drusenheimer Weg,043,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,100
12349,Neukölln,Ev. Kita Johann-Christoph-Blumhardt,Buckower Damm,059,Evangelischer Verband für Kita und Familie,80
12349,Neukölln,Schloss Undinchen,Buckower Damm,191,Kita Undinchen gGmbH,76
12349,Neukölln,Kita Am Dorfteich,Alt-Buckow,039,Orte für Kinder GmbH,50
12349,Neukölln,Kinderladen Naturkind e.V.,Schlierbacher Weg,018,Naturkind e. V.,32
12349,Neukölln,Kita Igelschnecken-Igelkinder,Sandsteinweg,025A,TÄKS e. V.,32
12351,Neukölln,Ev. Kita Dreieinigkeit,Lipschitzallee,023,Evangelischer Verband für Kita und Familie,160
12351,Neukölln,Ev. Kita Martin Luther King,Martin-Luther-King-Weg,007,Evangelischer Verband für Kita und Familie,150
12351,Neukölln,Kindergarten Tischlerzeile,Tischlerzeile,30,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,150
12351,Neukölln,Kita Familya,Johannisthaler Chaussee,408,Kita Familya gGmbH,142
12351,Neukölln,Ev. Kita Coretta King,Bohm-Schuch-Weg,009,Evangelischer Verband für Kita und Familie,140
12351,Neukölln,Elif und Emil 3,Johannisthaler Chaussee,233,IKV Kita gGmbH,123
12351,Neukölln,Kita Erdmännchen 3,Fritz-Erler-Allee,026,Erdmännchen gemeinnützige GmbH,53
12351,Neukölln,Bärliner Bärchis Kita,Johannisthaler Chaussee,392,Bright Kids KITA gemeinnützige UG (haftungsbeschränkt),28
12351,Neukölln,Kita Erdmännchen 2,Hirtsieferzeile,039,Erdmännchen gemeinnützige GmbH,27
12351,Neukölln,Kinderland Gropiusstadt,Eugen-Bolz-Kehre,010,Mieterinitiative HWS-Gropiusstadt e.V.,25
12353,Neukölln,Tabaluga Bewegungskindergarten,Zwickauer Damm,024,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,186
12353,Neukölln,Kita Wutzkyallee 90/Kitas SüdOst,Wutzkyallee,090,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,158
12353,Neukölln,Kita Wildhüterweg 8/Kitas SüdOst,Wildhüterweg,008,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,140
12353,Neukölln,Humanistische Kindertagesstätte Landreiterweg,Landreiterweg,55,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",140
12353,Neukölln,Ev. Kita Regenbogen,Ulrich-von-Hassell-Weg,004,Evangelischer Verband für Kita und Familie,130
12353,Neukölln,"IB-Kita, Internationaler Bund",Kirschnerweg,029,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),105
12353,Neukölln,Kita MANNA,Lipschitzallee,72,Malteser Hilfsdienst gGmbH,99
12353,Neukölln,Kita Apfelsinenkiste/Ev. Kirchenkreis Neukölln,Joachim-Gottschalk-Weg,041,Evangelischer Verband für Kita und Familie,93
12353,Neukölln,Kita Erdmännchen 5,Mollnerweg,34A,Erdmännchen gemeinnützige GmbH,70
12353,Neukölln,Kita Kleine Kapitäne Ringslebenstr.,Ringslebenstr.,2b,Kita Kleine Kapitäne 2 gGmbH,67
12353,Neukölln,Kita Pretty World 4,Agnes-Straub-Weg,020,Pretty World gGmbH,65
12353,Neukölln,Kath. Kita St. Dominicus,Lipschitzallee,074,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,62
12353,Neukölln,Erdmännchen 4,Lipschitzallee,68A,Erdmännchen gemeinnützige GmbH,60
12353,Neukölln,Kleiner Fratz,Joachim-Gottschalk-Weg,003,Kleiner Fratz City Süd GmbH,35
12353,Neukölln,Kleine Kapitäne Rudow,Theodor-Loos-Weg,052,Kita Kleine Kapitäne 3 gUG,31
12353,Neukölln,EKT - Mieterinitiative HWS-Gropiusstadt,Lipschitzallee,038,Mieterinitiative HWS-Gropiusstadt e.V.,30
12355,Neukölln,Kindergarten Sausewind,Köpenicker Str.,154,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,200
12355,Neukölln,Kita Neudecker Weg 84/Kitas SüdOst,Neudecker Weg,084,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,188
12355,Neukölln,Kita Till Eulenspiegel,Korbmacherweg,033,Orte für Kinder GmbH,145
12355,Neukölln,Ev.Kita Momo Kirchenkreis Neukölln,Neudecker Weg,033,Evangelischer Verband für Kita und Familie,140
12355,Neukölln,Kita Groß-Ziethener-Chaussee 144/Kitas SüdOst,Groß-Ziethener Chaussee,144,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,126
12355,Neukölln,Kita Grashüpferchen Rudow,Selgenauer Weg,001A,Kita Grashüpferchen gemeinnützige GmbH,120
12355,Neukölln,AWO Kita Die wilde 13,Jeanette-Wolff-Str.,013,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,105
12355,Neukölln,Kita Ursulinchen,Ursulinenstr.,027,Forum Soziale Dienste Kita I GmbH,90
12355,Neukölln,Kita Knollstr. 73/Kitas SüdOst,Knollstr.,073,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,90
12355,Neukölln,Kita Rudow,Prierosser Str.,070,Evangelischer Verband für Kita und Familie,90
12355,Neukölln,Kindergarten Dörferblick VfJ e.V.,Waßmannsdorfer Chaussee,192,Vereinigung für Jugendhilfe Berlin e.V.,80
12355,Neukölln,Kindertagesstätte Chiquitito,Dora-Mendler-Str.,002A,Verein zur Errichtung und Betreibung von EKT's e.V.,57
12355,Neukölln,Naturdetektive Kita Lieselotte,Lieselotte-Berger-Str.,019,Naturdetektive gUG (haftungsbeschränkt),28
12355,Neukölln,Kinderladen flinke kids,Elly-Heuss-Knapp-Str.,021,flinke - kids e. V.,22
12355,Neukölln,Klein aber oho,Großenhainer Weg,010,Social Balance gGmbH,18
12357,Neukölln,Kita Flurweg,Flurweg,077,INA.KINDER.GARTEN gGmbH,190
12357,Neukölln,Kath. Kita St. Joseph,Alt-Rudow,46,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,76
12357,Neukölln,Kita Cheburashka Rudow,Stubenrauchstr.,103,Cheburashka gGmbH,60
12357,Neukölln,"EKT - ""Balou""",Neuköllner Str.,312,Verein zur Errichtung und Betreibung von EKT's e.V.,49
12357,Neukölln,Kita Piratennest,Neuköllner Str.,226,LebensTraum Kinder UG (haftungsbeschränkt),25
12357,Neukölln,Kita Die kleinen Forscher,Alt-Rudow,057,KLEO KinderLernOrte Bildungseinrichtung gGmbH,25
12357,Neukölln,Heilpädagogische Gruppe INA Kindergarten Flurweg,Flurweg,77,INA.KINDER.GARTEN gGmbH,4
12359,Neukölln,Kinder in Bewegung,Fulhamer Allee,001,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,180
12359,Neukölln,EKT Vereinigung für Jugendhilfe Berlin,Parchimer Allee,002,Vereinigung für Jugendhilfe Berlin e.V.,152
12359,Neukölln,Kita Ortolanweg 94/Kitas SüdOst,Ortolanweg,094,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,115
12359,Neukölln,Kita Rappelkiste,Wesenberger Ring,013,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,93
12359,Neukölln,Ev. Kita Hephatha,Fritz-Reuter-Allee,136,Evangelischer Verband für Kita und Familie,90
12359,Neukölln,Kita Grüner Weg 56/Kitas SüdOst,Grüner Weg,056,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,80
12359,Neukölln,Kita Britz Dorf,Fulhamer Allee,053,Evangelischer Verband für Kita und Familie,80
12359,Neukölln,Katholische Kindertagesstätte Hl. Schutzengel,Alt-Britz,041,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,50
12359,Neukölln,Kita Ravelin,Wesenberger Ring,001,FamilienZitadelle gemeinnützige GmbH,50
12359,Neukölln,Kindertagesstätte Evin,Buschkrugallee,023,Waqfa Kultura Kurdi-Stiftung kurdische Kultur,45
12359,Neukölln,Kita Regenbogen,Buschkrugallee,031,Regenbogen gGmbH,44
12359,Neukölln,Kita Erdmännchen 1,Fritz-Reuter-Allee,173,Erdmännchen gemeinnützige GmbH,40
12359,Neukölln,Kita Die Möwe,Möwenweg,021,Forum Soziale Dienste Kita I GmbH,36
12359,Neukölln,Kath. Kita Bruder Klaus,Bruno-Taut-Ring,009G,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,30
12359,Neukölln,Matschmonster II,Pätzer Str.,017,Matschmonster e.V.,25
12359,Neukölln,Kinder- und Schülerladen Purzelbaum Britz,Hanne Nüte,001,Kinder- und Schülerladen Purzelbaum Britz e.V.,22
12359,Neukölln,Kita Paster-Behrens-Str. 81/Kitas SüdOst,Paster-Behrens-Str.,81,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,0
12435,Treptow-Köpenick,Fröbel-Naturkindergarten Treptow,Puschkinallee,10,Fröbel Bildung und Erziehung gGmbH,260
12435,Treptow-Köpenick,Kita Am Treptower Park 76/77/Kitas SüdOst,Am Treptower Park,076,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,180
12435,Treptow-Köpenick,Kita Offensiv ' 91 - Bouchéstraße 25 A,Bouchéstr.,025A,offensiv´91 Soziale Dienste gGmbH,125
12435,Treptow-Köpenick,FRÖBEL Kindergarten Heureka,Martin-Hoffmann-Str.,012,Fröbel Bildung und Erziehung gGmbH,76
12435,Treptow-Köpenick,Kita Orionstraße,Orionstr.,40,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,75
12435,Treptow-Köpenick,2. Kita Pretty World,Elsenstr.,102A,Pretty World gGmbH,45
12435,Treptow-Köpenick,Kita Greta and Friends,Puderstr.,021,GFAJ e.V.,40
12435,Treptow-Köpenick,Kita Pretty World,Elsenstr.,025,Pretty World gGmbH,27
12435,Treptow-Köpenick,Elterninitiativ-Kita Kunger Küken,Wildenbruchstr.,041,Kunger Küken e. V.,25
12435,Treptow-Köpenick,Kinderstube Abeona,Elsenstr.,041,Kinderstube Abeona e. V.,25
12435,Treptow-Köpenick,Kita Am Karpfenteich,Am Treptower Park,070,WeG gGmbH,24
12435,Treptow-Köpenick,EKT Flitzpiepen,Am Treptower Park,037,Alt-Treptower Kinderladen Elterninitiative e.V.,20
12435,Treptow-Köpenick,EKT Karl und Karla,Karl-Kunger-Str.,059,Karl und Karla e. V.,20
12435,Treptow-Köpenick,Waldkita,Am Treptower Park,70,WeG gGmbH,18
12437,Treptow-Köpenick,Kita Heidekampweg,Heidekampweg,103,Kinder im Kiez gGmbH,155
12437,Treptow-Köpenick,AWO Kita Spatzennest,Dammweg,155,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,150
12437,Treptow-Köpenick,Kita Am Märchenpark,Hänselstraße,13,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,150
12437,Treptow-Köpenick,Kita Heidemühler Weg,Heidemühler Weg,037,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,125
12437,Treptow-Köpenick,Kita Hummelflug,Platanenweg,065,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,90
12437,Treptow-Köpenick,Kita Dornbrunner Str. 17/Kitas SüdOst,Dornbrunner Str.,017,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,75
12437,Treptow-Köpenick,Kita Die kleinen Entdecker,Heidekampweg,045,KLEO KinderLernOrte Bildungseinrichtung gGmbH,42
12437,Treptow-Köpenick,Villa Klecks,Kiefholzstr.,269,GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH,40
12437,Treptow-Köpenick,Kleiner Fratz,Ernststr.,004,Kleiner Fratz GmbH,40
12437,Treptow-Köpenick,Kleiner Fratz,Behringstr.,033,Kleiner Fratz City Süd GmbH,35
12437,Treptow-Köpenick,Kita Die Traumfänger - Baumschulenweg,Köpenicker Landstr.,246,Federlos gUG,30
12437,Treptow-Köpenick,Kita Arbolitos,Baumschulenstr.,103,tuKita la segunda gUG,30
12437,Treptow-Köpenick,Kita Die Plänter/WeG gGmbH,Rodelbergweg,002,WeG gGmbH,25
12437,Treptow-Köpenick,Kita Pirole,Schraderstr.,012,era Erziehung und Ästhetik gemeinnützige GmbH,25
12437,Treptow-Köpenick,Kita Arbolitos 2,Eschenbachstr.,002,tuKita la segunda gUG,22
12437,Treptow-Köpenick,Kila Wilde Mö(h)re,Mörikestr.,002,FreiRäume e. V.,18
12439,Treptow-Köpenick,Kita Adlerküken,Adlergestell,107,Euro-Schulen gemeinnützige Gesellsch. für berufl. Bildung und Beschäftigung mbH,160
12439,Treptow-Köpenick,Kita Spreeknirpse,Grimaustr.,035,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,150
12439,Treptow-Köpenick,Kita Wirbelwind,Moosstr.,057,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,100
12439,Treptow-Köpenick,Humanistische Kindertagesstätte Johanna-Tesch-Straße,Johanna-Tesch-Str.,20,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",90
12439,Treptow-Köpenick,Kita im Fenngarten,Fennstr.,005,junior JoEL im Fenngarten gUG,77
12439,Treptow-Köpenick,Kindergarten der Freien Waldorfschule Berlin-Südost,Johanna-Tesch-Str.,032,Waldorfpädagogik in Berlin-Südost e.V.,55
12439,Treptow-Köpenick,Kita Sonnenstrahl der Ev.KG Niederschöneweide,Köllnische Str.,008,Ev. Kirchengemeinde Niederschöneweide,50
12439,Treptow-Köpenick,Mosaik Kita,Adlergestell,133,IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH,46
12439,Treptow-Köpenick,Kreativitätskindertagesstätte Treptow,Hartriegelstr.,077,Kreativitätsschulzentrum Berlin gGmbH,45
12439,Treptow-Köpenick,FREUDE Kita Niederschöneweide 2,Brückenstr.,008,Freude Kita Brücke gGmbH,39
12439,Treptow-Köpenick,Freude Kita Niederschöneweide 4,Brückenstr.,012,Freude Kita Brücke gGmbH,32
12439,Treptow-Köpenick,freude Kita Niederschöneweide,Brückenstr.,024,Freude Kita Brücke gGmbH,31
12439,Treptow-Köpenick,Kita barfuss,Bruno-Bürgel-Weg,050,Kita barfuß gUG,24
12439,Treptow-Köpenick,Kita Matschpiraten,Schnellerstr.,024,Großstadtzwerge gemeinnützige UG (haftungsbeschränkt),21
12439,Treptow-Köpenick,Freude Kita Niederschöneweide 5,Brückenstr.,009,Freude Kita Brücke gGmbH,20
12439,Treptow-Köpenick,Kita Niederschöneweide 3,Brückenstr.,004,Freude Kita Brücke gGmbH,16
12459,Treptow-Köpenick,Kitacampus Otto Krüger Zeile 4 / Helmholtzstr.,Otto-Krüger-Zeile,004,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),280
12459,Treptow-Köpenick,Kita Griechische Allee 21-25/Kitas SüdOst,Griechische Allee,021,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,215
12459,Treptow-Köpenick,Kita An der Wuhlheide 180/Kitas SüdOst,An der Wuhlheide,180,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,199
12459,Treptow-Köpenick,Kath. Kita Hl. Maria Magdalena,Weiskopffstr.,012,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,130
12459,Treptow-Köpenick,Kita Sonnentropfen,An der Wuhlheide,232B,Spree-Kinder gemeinnützige GmbH,76
12459,Treptow-Köpenick,Kita Wuhlesterne,An der Wuhlheide,114,SBH Nordost GmbH,70
12459,Treptow-Köpenick,Kita der Ev. Kirchengem. Christuskirche Oberschöneweide,Griechische Allee,059,Ev. Kirchengemeinde Christuskirche Oberschöneweide,50
12459,Treptow-Köpenick,Kita Pretty World (3),Siemensstr.,014,Pretty World gGmbH,50
12459,Treptow-Köpenick,Kita Zauberland gUG,Wilhelminenhofstr.,021,Kita Zauberland gUG,50
12459,Treptow-Köpenick,Kita Spreekinder,Edisonstr.,019,kijufa gGmbH,45
12459,Treptow-Köpenick,Kita Traumschön,Wilhelminenhofstr.,047B,Berliner Traumzauberland gGmbH,38
12459,Treptow-Köpenick,Waldkita Wuhlheide,An der Wuhlheide,171,WA-KIB gemeinnützige GmbH,33
12459,Treptow-Köpenick,Kita Plönzwerge,Rathenaustr.,015,Sylvester e. V. Berlin,33
12459,Treptow-Köpenick,Kita Schöneweider Gören,Plönzeile,044,Sylvester e. V. Berlin,32
12459,Treptow-Köpenick,EKT - WindFee,Goethestr.,002,WindFee e.V.,30
12459,Treptow-Köpenick,Kita Wilhelminenhofstraße,Wilhelminenhofstr.,045A,Nefeli e.V.,28
12459,Treptow-Köpenick,Kita Ökolinos,Wilhelminenhofstr.,041,WA-KIB gemeinnützige GmbH,28
12459,Treptow-Köpenick,Kita Pirole,Plönzeile,24,era Erziehung und Ästhetik gemeinnützige GmbH,22
12459,Treptow-Köpenick,Kita Emma und Lukas,Rathenaustr.,19,FJT Kita gUG,18
12459,Treptow-Köpenick,Kita Spreekinder 2,Edisonstr.,019,kijufa gGmbH,15
12459,Treptow-Köpenick,Kita Wattstr. 14/Kitas SüdOst,Wattstr.,014,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,0
12487,Treptow-Köpenick,FRÖBEL Kindergarten-im-Grünen,Südostallee,214A,Fröbel Bildung und Erziehung gGmbH,265
12487,Treptow-Köpenick,Kita Sterndamm 214/214A/Kitas SüdOst,Sterndamm,214,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,180
12487,Treptow-Köpenick,Kita am Flugplatz Johannisthal,Straße am Flugplatz,038,Johanniter-Unfall-Hilfe e. V. Regionalverband Berlin,129
12487,Treptow-Köpenick,Kita Melli-Beese-Haus,Melli-Beese-Str.,30,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,105
12487,Treptow-Köpenick,"Kita ""Wilde Hummeln""",Eisenhutweg,54A,Die Kinderwelt gGmbH,100
12487,Treptow-Köpenick,KITA Springmäuse,Springbornstr.,088,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,90
12487,Treptow-Köpenick,Humanistische Kindertagesstätte Engelhardtstraße,Engelhardstr.,10,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",84
12487,Treptow-Köpenick,Kita Die wilden Knallerbsen,Königsheideweg,285,Die wilden Knallerbsen GmbH,74
12487,Treptow-Köpenick,Kita Am Haselbusch,Am Haselbusch,002,Lernorte - Wissen und Bildung für Kinder GmbH,64
12487,Treptow-Köpenick,Kita Sternschnuppe,Sterndamm,041,Lernorte - Wissen und Bildung für Kinder GmbH,62
12487,Treptow-Köpenick,Kita Felix and Friends,Sterndamm,109,GFAJ e.V.,45
12487,Treptow-Köpenick,Kita Groß-Berliner Damm,Groß-Berliner Damm,033,Die wilden Knallerbsen GmbH,35
12487,Treptow-Köpenick,Johannissterne,Straße am Flugplatz,068,SBH Nordost GmbH,35
12487,Treptow-Köpenick,Kita Nusshütte Groß-Berliner-Damm,Groß-Berliner Damm,39,CeFi - Bildung und Verständigung gGmbH,30
12487,Treptow-Köpenick,Kita Schwalbennest,Winckelmannstr.,070,WA-KIB gemeinnützige GmbH,29
12487,Treptow-Köpenick,Kita Smile,Lindhorstweg,034,Smile Kindergärten gemeinnützige GmbH,25
12487,Treptow-Köpenick,Kita Windzauber,Sterndamm,71,WissensWind GmbH,25
12487,Treptow-Köpenick,Kita Gartenzwerge,Megedestr.,007,Gartenzwerge e.V.,20
12489,Treptow-Köpenick,Kita Moissistraße,Büchnerweg,058,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,200
12489,Treptow-Köpenick,Am Studio 5 / Kitas SüdOst,Am Studio,005,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,103
12489,Treptow-Köpenick,FRÖBEL Kindergarten Campus Kids,Hans-Schmidt-Str.,14A,Fröbel Bildung und Erziehung gGmbH,98
12489,Treptow-Köpenick,BIP Kreativitätskita am Campus,Hermann-Dorner-Allee,011,BIP - Gesellschaft für Kreativitätspädagogik gGmbH,90
12489,Treptow-Köpenick,DASI Kita Adlershof,Radickestr.,025,Diakonische Arbeitsgemeinschaft Sozialpädagogischer Initiativen DASI Berlin gGmbH,83
12489,Treptow-Köpenick,Kita der Ev. Kirchengem. Adlershof,Pfingstberggasse,002,Ev. Kirchengemeinde Adlershof,75
12489,Treptow-Köpenick,AWO Kita Sonnenkinder,Zinsgutstr.,038,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,70
12489,Treptow-Köpenick,Kita Kleefalter,Dörpfeldstr.,27,SOCIUS - Die Bildungspartner gemeinnützige GmbH,70
12489,Treptow-Köpenick,Humanistische Kindertagesstätte Helbigstraße,Helbigstr.,31,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",50
12489,Treptow-Köpenick,Kita Nusshütte Friedenstr.,Friedenstr.,014,CeFi - Bildung und Verständigung gGmbH,40
12489,Treptow-Köpenick,Kita Familya Adlershof,Konrad-Zuse-Str.,6a,Kita Familya gGmbH,36
12489,Treptow-Köpenick,Montessori Kinderhaus Bienennest,Abram-Joffe-Str.,018,Montessori Kinderhaus Bienennest gGmbH,30
12489,Treptow-Köpenick,Kita Familya Adlershof 2,Konrad-Zuse-Str.,2,Kita Familya gGmbH,28
12489,Treptow-Köpenick,Kita Nusshütte Radickestr.,Radickestr.,048,CeFi - Bildung und Verständigung gGmbH,25
12489,Treptow-Köpenick,Kita Sokuki,Friedenstr.,008,Mitmensch Kita e.V.,20
12524,Treptow-Köpenick,Kita Peene Kapitäne,Peenestr.,036,Trägerwerk Soziale Dienste in Berlin und Brandenburg gGmbH (TWSD in BB gGmbH),209
12524,Treptow-Köpenick,Kita Sonnenschein,Uranusstr.,019,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,200
12524,Treptow-Köpenick,CJD Kita an der Milchstraße,Schönefelder Chaussee,187A,CJD Berlin-Brandenburg im CJD e.V.,180
12524,Treptow-Köpenick,Kita Venusstraße 59 / Kitas SüdOst,Venusstr.,59,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,145
12524,Treptow-Köpenick,Kita Krümelnest,Tiburtiusstr.,014,Pfefferwerk Stadtkultur gGmbH,140
12524,Treptow-Köpenick,Kita Im Kosmosviertel,Ortolfstr.,164,JAO gGmbH,130
12524,Treptow-Köpenick,Kita Nippeserstr. 20/Kitas SüdOst,Nippeser Str.,020,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,118
12524,Treptow-Köpenick,Kita Richterstr. 2a/Kitas SüdOst,Richterstr.,002A,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,105
12524,Treptow-Köpenick,Kita Vier Jahreszeiten,Gustelstr.,020E,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,100
12524,Treptow-Köpenick,Kita Schönefelder Chaussee,Schönefelder Chaussee,034,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),100
12524,Treptow-Köpenick,Kita am Wegabogen,Porzer Str.,123,CJD Berlin-Brandenburg im CJD e.V.,90
12524,Treptow-Köpenick,Kita Rudower Straße,Rudower Str.,045,Kinder im Kiez gGmbH,85
12524,Treptow-Köpenick,Kita Jung-Kleen-Icke,Grünauer Str.,059,kleine Künstler ganz groß gGmbH,57
12524,Treptow-Köpenick,Kita der Ev. Kirchengem. Altglienicke,Köpenicker Str.,035,Ev. Kirchengemeinde Altglienicke,56
12524,Treptow-Köpenick,Freude Kita Süd-Ost Altglienicke,Siriusstr.,017,FREUDE Kindergärten Süd-Ost gGmbH,50
12524,Treptow-Köpenick,Kleiner Fratz,Semmelweisstr.,010,Kleiner Fratz City Süd GmbH,45
12524,Treptow-Köpenick,Villa Moosmutzel,Grünauer Str.,060,GEFA gemeinnützige Gesellschaft für Familienaktivierung mbH,33
12524,Treptow-Köpenick,Kinderzeit,Rudower Str.,054,Kinderzeit gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),32
12524,Treptow-Köpenick,FREUDE Kita Altglienicke,Ortolfstr.,095,FREUDE Kindergärten gemeinnützige GmbH,30
