plz,district,name,street,house_number,provider,licensed_capacity
10317,Lichtenberg,Kita Hoppetosse/Kigä NordOst,Hauptstr.,6T,Kindergärten NordOst,100
10317,Lichtenberg,CityKids Berlin,Eitelstr.,016,CityKids Berlin-Rummelsburg gGmbH,95
10317,Lichtenberg,Kita Waschbär,Georg-Löwenstein-Str.,022,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,90
10317,Lichtenberg,Kita Nusshütte Eitelstr.,Eitelstr.,85,CeFi - Bildung und Verständigung gGmbH,87
10317,Lichtenberg,Kita Victoria,Kaskelstr.,003,MASAkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),80
10317,Lichtenberg,Kita Sonnenblume/Kigä NordOst,Wönnichstr.,060,Kindergärten NordOst,75
10317,Lichtenberg,Montessori Kinderhaus Lichtenberg,An der Mole,003,Montessori und Friends Education gGmbH,60
10317,Lichtenberg,Ev. Kindergarten Am Glockenturm,Nöldnerstr.,043,Ev. Kirchengemeinde Paul-Gerhardt-Lichtenberg,51
10317,Lichtenberg,Kita Zahnlücke,Lückstr.,032,Buratino Berlin gGmbH,40
10317,Lichtenberg,Kita Mausezahn,Einbecker Str.,032,KIDclever gUG (haftungsbeschränkt),35
10317,Lichtenberg,Kita Gisela,Giselastr.,026,kijufa gGmbH,35
10317,Lichtenberg,Kindergarten Sonnenbogen,Pfarrstr.,101,Elterninitiative zur Förderung der Waldorfpädagogik in Friedrichshain/Lichtenberg e. V.,30
10317,Lichtenberg,Kinderladen Kaskelkinder,Türrschmidtstr.,033,Kinderladen Kaskelkinder e.V.,30
10317,Lichtenberg,Kita Fine Turbine,Hauffstr.,012,Lebensnah Kitas gGmbH,28
10317,Lichtenberg,Kita Stadthäuschen,Stadthausstr.,003,EntwicklungBewegt gUG (haftungsbeschränkt),25
10317,Lichtenberg,Kita Spieltraum,Sophienstr.,008,Spieltraum gemeinnützige UG (haftungsbeschränkt),25
10317,Lichtenberg,Kita Hucky Bucky,Lückstr.,028,Nordische Bildungswerkstatt UG (haftungsbeschränkt),25
10317,Lichtenberg,Kita Rappelkiste,Lückstr.,065,kinder pur e. V.,16
10318,Lichtenberg,Kita Römerweg 106 und 112/Kigä NordOst,Römerweg,106,Kindergärten NordOst,180
10318,Lichtenberg,Kita Treskowallee,Treskowallee,135,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,179
10318,Lichtenberg,AWO Kita Grashüpfer,Honnefer Str.,025,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,160
10318,Lichtenberg,"Kita ""Am Carlsgarten""",Am Carlsgarten,016,PeWoBe Gemeinnützige Soziale Betreuungsgesellschaft mbH in Frankfurt/Oder,150
10318,Lichtenberg,Kita Kleine Wichtel,Marksburgstr.,038,PeWoBe Gemeinnützige Soziale Betreuungsgesellschaft mbH in Frankfurt/Oder,150
10318,Lichtenberg,Kita Querbeet,Köpenicker Allee,151,Deutsches Rotes Kreuz Kreisverband Berlin - Nordost e. V.,150
10318,Lichtenberg,Kita Zwergenland,Hönower Str.,031,EJF gemeinnützige AG,128
10318,Lichtenberg,BIP Kreativitätskita Treskow-Höfe,Treskowallee,22,BIP - Gesellschaft für Kreativitätspädagogik gGmbH,117
10318,Lichtenberg,Kindergarten Gundefinger Straße,Gundelfinger Str.,039,Kindergärten NordOst,85
10318,Lichtenberg,Kita an der Hochschule für Technik und Wirtschaft,Hönower Str.,035,studierendenWERK BERLIN,74
10318,Lichtenberg,Kreativitätskindertagesstätte Wunderwelt,Tannhäuserstr.,4A,Kreativitätsschulzentrum Berlin gGmbH,70
10318,Lichtenberg,Kiga Morgensonne,Lehndorffstr.,011,Ev. Kirchengemeinde Paul-Gerhardt-Lichtenberg,59
10318,Lichtenberg,Kita Heiligenberger Str./Kigä NordOst,Heiligenberger Str.,019,Kindergärten NordOst,50
10318,Lichtenberg,Kita Dorothea,Dorotheastr.,027,Verein für aktive Vielfalt e.V.,50
10318,Lichtenberg,Kita Wildensteiner Str.,Wildensteiner Str.,003,Kindergärten NordOst,50
10318,Lichtenberg,Waldorf-Kindergarten Karlshorst,Stühlinger Str.,003,Waldorfkindergarten Karlshorst e.V.,40
10318,Lichtenberg,Kita Stechlinstr. 26,Stechlinstr.,026,Kindergärten NordOst,35
10318,Lichtenberg,Kita Kesse Früchtchen,Wandlitzstr.,006,SeeD e. V.,33
10318,Lichtenberg,Kita Pepe Rakete,Ehrenfelsstr.,009,Lebensnah Kitas gGmbH,32
10318,Lichtenberg,Kita Villa Pixie,Weseler Str.,009,Lebensnah Kitas gGmbH,32
10318,Lichtenberg,Kita Das tapfere Schneiderlein,Hentigstr.,016,Das tapfere Schneiderlein e.V.,30
10318,Lichtenberg,Kreativitätskindertagesstätte Die Slups,Sadowastr.,016,Kreativitätsschulzentrum Berlin gGmbH,30
10318,Lichtenberg,Kita Karlszwerge,Ehrenfelsstr.,004,Die Wuhlewanderer gGmbH,30
10318,Lichtenberg,Kita Quatschköpfe,Ehrlichstr.,021,kijufa gGmbH,26
10318,Lichtenberg,EKT Luna Sternenstaub,Liepnitzstr.,042,BeKiLa e. V.,25
10318,Lichtenberg,ABC Kindergarten,Liepnitzstr.,49,ABC Kindergarten gUG (haftungsbeschränkt),25
10318,Lichtenberg,Kita Papagei,Treskowallee,124,Papagei e. V.,25
10318,Lichtenberg,Waldorfkindergarten Karlshorst,Üderseestr.,001,Waldorfkindergarten Karlshorst e.V.,10
10318,Lichtenberg,"Kita ""Makiwka""",Dönhoffstr.,2,Zweimalzwölf gUG (haftungsbeschränkt),0
10319,Lichtenberg,Kita Bärenkinder,Erieseering,033,Kinder im Kiez gGmbH,300
10319,Lichtenberg,Kita Krokofant,Mellenseestr.,065,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,222
10319,Lichtenberg,"""Erlebniswelt""",Sewanstr.,197,Kindergärten NordOst,200
10319,Lichtenberg,Dolgensee Kids,Dolgenseestr.,8C,"Kita ""Dolgensee Kids"" gGmbH",107
10319,Lichtenberg,EKT Eene meene mopel,Sewanstr.,120,'Eene meene...' - Verein zur Förderung selbstbestimmter Kindheit e. V.,100
10319,Lichtenberg,Kita Balatonknirpse,Balatonstr.,009,Forum Soziale Dienste GmbH,90
10319,Lichtenberg,Kita Baikalstr. 2,Baikalstr.,002,Kindergärten NordOst,85
10319,Lichtenberg,Kinder- und Familienzentrum KIKIFLO,Volkradstr.,004,Albert-Schweitzer-Kinderdorf Berlin e.V.,85
10319,Lichtenberg,Kita Wolkenschaf,Sewanstr.,043,Filigran gGmbH,80
10365,Lichtenberg,Kita Singemäuse,Gotlindestr.,036,INDEPENDENT LIVING Stiftung BT Kindertagesstätten für Berlin,236
10365,Lichtenberg,Kita Abenteuer Welt,Schulze-Boysen-Str.,022,KITA-Dialog gGmbH,200
10365,Lichtenberg,Kita Bunte Plonzstifte,Plonzstr.,22,Forum Soziale Dienste Kita I GmbH,200
10365,Lichtenberg,Kita Gudrunstraße,Gudrunstr.,14,Kindergärten NordOst,185
10365,Lichtenberg,Kita Harnackstr. 7/9,Harnackstr.,007,Kindergärten NordOst,180
10365,Lichtenberg,Kita Farbklecks,John-Sieg-Str.,001,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,180
10365,Lichtenberg,Kindertagesstätte Villa Milla,Gotlindestr.,054,FamilyandCare gemeinnützige Gesellschaft für Kinderbetreuung und Familienhilfe mbH,180
10365,Lichtenberg,MoKiB Harnackstr. 11,Harnackstr.,011,Kindergärten NordOst,136
10365,Lichtenberg,Kita Ev. Diakoniewerk Königin Elisabeth,Herzbergstr.,79,Stiftung Bethel - Hoffnungstaler Stiftung Lobetal,95
10365,Lichtenberg,Kita der Kath. Kirchengem. St. Mauritius,Schulze-Boysen-Str.,26,Kath. Kirchengemeinde St. Mauritius,90
10365,Lichtenberg,Kita Kiezspatzen,Hubertusstr.,005,Kinder im Kiez gGmbH,85
10365,Lichtenberg,Kita am Lindenhof,Klara-Weyl-Str.,009,MAHALE Familien- und Servicemanagement gGmbH,75
10365,Lichtenberg,Kreativitätskindertagesstätte Eigensinn,Rüdigerstr.,076,Kreativitätsschulzentrum Berlin gGmbH,70
10365,Lichtenberg,Evangelischer Kindergarten Lichtenberg,Schottstr.,006,Ev. Kirchengemeinde Lichtenberg,58
10365,Lichtenberg,Kita Laduschki,Fanningerstr.,37,Zweimalzwölf gUG (haftungsbeschränkt),38
10365,Lichtenberg,EKT Herzberger Wurzelzwerge,Hagenstr.,049,Herzberger Wurzelzwerge e. V.,30
10365,Lichtenberg,Kita Zauberinsel,Bürgerheimstr.,025,Zauberinsel Gesellschaft für kindliche Sprachförderung und ästhetische Bildung UG (haftungsbeschränkt),25
10365,Lichtenberg,Zauberwald,Bürgerheimstr.,023,Zauberinsel Gesellschaft für kindliche Sprachförderung und ästhetische Bildung UG (haftungsbeschränkt),15
10367,Lichtenberg,"""Sonnengarten""",Rudolf-Reusch-Str.,057,Kindergärten NordOst,185
10367,Lichtenberg,Kita Paule Platsch,Bernhard-Bästlein-Str.,052,Kinder- und Jugend der Volkssolidarität Berlin gGmbH,170
10367,Lichtenberg,Kita Wunderkinder,Paul-Zobel-Str.,009,blu:boks Kinder- und Jugendbildung gemeinnützige GmbH,150
10367,Lichtenberg,Zwergenparadies,Bernhard-Bästlein-Str.,044,Kindergärten NordOst,130
10367,Lichtenberg,Stepke Kita Weltendecker,Rathausstr.,011,Step Kids Kitas gemeinnützige GmbH,102
10367,Lichtenberg,Kita Landsberger Allee,Landsberger Allee,228,Die schlauen Mäuschen gemeinnützige GmbH,60
10367,Lichtenberg,Kita Rübchen II,Paul-Zobel-Str.,010,KIDclever gUG (haftungsbeschränkt),42
10367,Lichtenberg,Kita Rübchen,Paul-Zobel-Str.,8G,KIDclever gUG (haftungsbeschränkt),30
10367,Lichtenberg,Kita Zaubertal,Scheffelstr.,010,Zauberinsel Gesellschaft für kindliche Sprachförderung und ästhetische Bildung UG (haftungsbeschränkt),25
10369,Lichtenberg,Kita Phantasialand,Paul-Junius-Str.,052,Kinder im Kiez gGmbH,240
10369,Lichtenberg,Private Europa-Kita,Judith-Auer-Str.,006,P.E.K. Private Europa Kindertagesstätte Elite gGmbH,215
10369,Lichtenberg,"""Spatzennest""",Paul-Junius-Str.,032,Kindergärten NordOst,185
10369,Lichtenberg,Kita Entdeckerland,Otto-Marquardt-Str.,002,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,181
10369,Lichtenberg,Kita Sonnenschein,Rudolf-Seiffert-Str.,026,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,180
10369,Lichtenberg,Kita Paule am Park,Paul-Junius-Str.,067,Hanna gGmbH Kita-Trägerschaften,154
10369,Lichtenberg,Kindergarten Rappelkiste,Herbert-Tschäpe-Str.,002,Rappelkiste Medi-Sport gemeinnützige GmbH,120
10369,Lichtenberg,Kita an der alten Kastanie,Franz-Jacob-Str.,016,"abw - gemeinnützige Gesellschaft für Arbeit, Bildung und Wohnen mbH",105
10369,Lichtenberg,Kita Märchenland,Paul-Junius-Str.,064A,RBO - Inmitten gemeinnützige GmbH,80
10369,Lichtenberg,Kita Kinderträume,Karl-Vesper-Str.,011,Kinder im Kiez gGmbH,65
10369,Lichtenberg,Kita Storkower Zauberwäldchen,Franz-Jacob-Str.,004,Kinderladen Storkower Zauberwäldchen e. V.,25
10369,Lichtenberg,Christliche Kita Fischlein,Rudolf-Seiffert-Str.,053,TW Help for Family gGmbH,25
10405,Pankow,Kita Pinocchio,Belforter Str.,011,Hanna gGmbH Kita-Trägerschaften,234
10405,Pankow,Kita Zwergenhausen/Kigä NordOst,Jablonskistr.,033,Kindergärten NordOst,195
10405,Pankow,Kita Prenzelberger Schwalbennest/Kigä NordOst,Diesterwegstr.,010,Kindergärten NordOst,185
10405,Pankow,Kita Prenzlauer Berg,Prenzlauer Berg,015,INA.KINDER.GARTEN gGmbH,160
10405,Pankow,Fröbel Kindergarten,Straßburger Str.,6B,Fröbel Bildung und Erziehung gGmbH,120
10405,Pankow,Kita der Ev. Kirchengem. Immanuel,Immanuelkirchstr.,001A,Ev. Kirchengemeinde Immanuel,80
10405,Pankow,"Kita ""Am Wasserturm""",Knaackstr.,027,Kindergärten NordOst,70
10405,Pankow,Kita Bienchen Prenzlauer Berg,Immanuelkirchstr.,14B,Bilingua gGmbH,50
10405,Pankow,Kita unterm Regenschirm,Danziger Str.,073,Loftschloss gGmbH,42
10405,Pankow,Evangelische Kita Winsstraße,Winsstr.,024,Stephanus gGmbH,35
10405,Pankow,EKT - Treinta Lobitos,Kollwitzstr.,016,Treinta Lobitos e. V.,35
10405,Pankow,EKT - Der Hummer aus Toronto,Heinrich-Roller-Str.,020,Wunschkindergarten e. V.,33
10405,Pankow,Kita Bunte Burg,Christburger Str.,013,Christburg Campus gemeinnützige GmbH,30
10405,Pankow,KiTa Sternenwiese,Chodowieckistr.,002,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",27
10405,Pankow,Kita Berliner Kindheit,Immanuelkirchstr.,14B,Berliner Kindheit E. S. gUG (haftungsbeschränkt),27
10405,Pankow,Kita Kolmarer Straße 6,Kolmarer Str.,006,Kinderschlummerland gGmbH,25
10405,Pankow,Kita Remmi-Demmi Ella-Kay-Straße,Ella-Kay-Str.,036,Remmi Demmi gemeinnützige GmbH,25
10405,Pankow,Kita Berliner Kindheit,Immanuelkirchstr.,14C,Berliner Kindheit E. S. gUG (haftungsbeschränkt),25
10405,Pankow,Kita Cheburashka-Christburger,Christburger Str.,025,Cheburashka gGmbH,25
10405,Pankow,Kita Bekids Playgarden,Rykestr.,042,BeKids bilingual education BKBE gGmbH,25
10405,Pankow,EKT Kitanelle coccinelle,Winsstr.,69A,Kitanelle coccinelle e. V.,23
10405,Pankow,Kita Kleine Kobolde,Jablonskistr.,024,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",22
10405,Pankow,EKT Sockenläufer,Chodowieckistr.,028,Sockenläufer e. V.,20
10405,Pankow,Cheburashka - Winsviertel,Jablonskistr.,035,Cheburashka gGmbH,20
10405,Pankow,Secret Garden,Saarbrücker Str.,015,Krausnick-Eck e.V.,19
10405,Pankow,EKT Glühwürmchen,Winsstr.,002,Glühwürmchen e. V.,19
10405,Pankow,Kita Zwergenbaude,Chodowieckistr.,035,Zwergenbaude e.V.,18
10405,Pankow,Kita Zwergenbaude II,Chodowieckistr.,035,Zwergenbaude e.V.,18
10405,Pankow,EKT - Obst und Gemüse,Christburger Str.,041,EKT Obst und Gemüse e. V.,16
10407,Pankow,Kita Bambinioase,Hans-Otto-Str.,040A,MAHALE Familien- und Servicemanagement gGmbH,216
10407,Pankow,Kindergarten Sonnenhügel,John-Schehr-Str.,035,NETZWERK SPIEL/KULTUR Prenzlauer Berg e. V.,200
10407,Pankow,Montessori-Integrations-Kindergärten im Syringenweg,Syringenweg,023,Kindergärten NordOst,195
10407,Pankow,Kita Sonnenmäuse/Kigä NordOst,Conrad-Blenkle-Str.,046,Kindergärten NordOst,183
10407,Pankow,Am Hain,Am Friedrichshain,018A,Kindergärten NordOst,80
10407,Pankow,Kath. Kita Corpus Christi,Conrad-Blenkle-Str.,64,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,70
10407,Pankow,Kita Cheburashka-Prenzlauer Berg,Bernhard-Lichtenberg-Str.,009,Cheburashka gGmbH,53
10407,Pankow,EKT Im Känguru,Anton-Saefkow-Straße,64,EKT - Im Känguru e.V.,35
10407,Pankow,EKT - Theaterspiel-Kita Capriola,Hufelandstr.,032,Theaterspiel-Kindertagesstätte Capriola e. V.,30
10407,Pankow,EKT Elfenland,Pasteurstr.,15,Elfenland e.V.,30
10407,Pankow,EKT - Kitaträumer,Pasteurstr.,038,Kitaträumer e. V.,30
10407,Pankow,EKT Guckloch,Liselotte-Herrmann-Str.,012,EKT Guckloch e.V.,30
10407,Pankow,Spielart Käthe,Käthe-Niederkirchner-Str.,029,Spielart Berlin gGmbH,30
10407,Pankow,EKT Mucklas,Esmarchstr.,015,Mucklas e.V.,25
10407,Pankow,Mascha und der Bär,Bötzowstr.,049,Mascha im Wunderland Kita gUG,25
10407,Pankow,Kita Kesse Käthe,Käthe-Niederkirchner-Str.,022,Prenzlmäuse gGmbH,25
10407,Pankow,Kita Cotheniusstrolche,Cotheniusstr.,016,Prenzlmäuse gGmbH,22
10407,Pankow,EKT - Bötzowstrolche,Esmarchstr.,024,Bötzowstrolche e.V.,21
10407,Pankow,EKT Schnick und Schnack,Pasteurstr.,5,Schnick und Schnack e. V.,20
10407,Pankow,Kita Krümelkörbchen,Käthe-Niederkirchner-Str.,026,Krümelkörbchen e.V.,17
10407,Pankow,EKT Krabbelkörbchen,Hufelandstr.,042,Krümelkörbchen e.V.,17
10407,Pankow,Kita Prenzlmäuse,Liselotte-Herrmann-Str.,006,Prenzlmäuse gGmbH,15
10409,Pankow,Kita Bewegungsreich,Hanns-Eisler-Str.,82,Pfefferwerk Stadtkultur gGmbH,250
10409,Pankow,Kita Preußstraße,Preußstr.,005,INA.KINDER.GARTEN gGmbH,200
10409,Pankow,Humanistische Kindertagesstätte Thomas-Mann-Straße,Thomas-Mann-Str.,17,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",160
10409,Pankow,Kita Am Zauberberg,Thomas-Mann-Str.,063,Vielfarb Social gGmbH,140
10409,Pankow,Kita Prenzlauer Allee 115/116/Kigä NordOst,Prenzlauer Allee,115,Kindergärten NordOst,138
10409,Pankow,Kindergarten Sonnenblume/Kigä NordOst,Pieskower Weg,048,Kindergärten NordOst,135
10409,Pankow,Kita Rückenwind,Mandelstr.,013,KUBIBE gGmbH,120
10409,Pankow,dreieins-Kindertagesstätte Prenzlauer Berg,Preußstr.,7,dreieins Innovative Pädagogik gGmbH,120
10409,Pankow,Kita Mandelbäumchen,Mandelstr.,15,Bürgerhaus BüHa gGmbH,110
10409,Pankow,Integrationskita Raupe Nimmersatt,Gürtelstr.,025,JAO gGmbH,60
10409,Pankow,EKT Mooswuffel,Naugarder Str.,015,Mooswuffel e.V.,23
10435,Pankow,Kita Hanna vom Kolle,Knaackstr.,053,Hanna gGmbH Kita-Trägerschaften,240
10435,Mitte,Kita Fürstenberger Str. 4/5/Kigä City,Fürstenberger Str.,004,Kindergärten City,180
10435,Mitte,Kita Schwedter Straße,Schwedter Str.,232,Kinder im Kiez gGmbH,120
10435,Mitte,Zions-Kindergarten,Griebenowstr.,016,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,85
10435,Pankow,Waldorfkindergarten Prenzlauer Berg,Choriner Str.,025,Waldorfkindergarten Prenzlauer Berg e.V.,85
10435,Pankow,Kita Tigerenten/Kigä NordOst,Schönhauser Allee,165,Kindergärten NordOst,75
10435,Pankow,Integrierter Waldkindergarten,Kollwitzstr.,066,Stadt & Waldkinder Berlin gGmbH,53
10435,Pankow,EKT - Kinder Sorpresa,Schwedter Str.,029,Kinder Sorpresa e.V.,37
10435,Pankow,Wald & Wiesen Kita,Husemannstr.,012,Wald und Wiesen e.V.,35
10435,Pankow,Waldorfkindergarten Wurzelwerk,Hagenauer Str.,001B,Waldorfkindergarten Wurzelwerk e. V.,30
10435,Pankow,EKT - Quasselstrippe,Oderberger Str.,050,Quasselstrippe e. V.,25
10435,Pankow,Kinderladen Prenzlauer Berg,Oderberger Str.,027,Kinderladen Prenzlauer Berg e.V.,24
10435,Mitte,Kinderladen Rosenthaler Vorstadt,Wolliner Str.,060,Kinderladen Rosenthaler Vorstadt e.V.,19
10435,Pankow,EKT - Erdnuckel,Choriner Str.,030,Erdnuckel e.V.,19
10437,Pankow,Kita Haus 2,Gleimstr.,046,KUBIBE gGmbH,220
10437,Pankow,Kita Prenzelberger Spielmäuse/Kigä NordOst,Pappelallee,041A,Kindergärten NordOst,200
10437,Pankow,Kita Kritzelknirpse,Lychener Str.,055,Pfefferwerk Stadtkultur gGmbH,150
10437,Pankow,Kindergarten am Hirschhof,Eberswalder Str.,011,NETZWERK SPIEL/KULTUR Prenzlauer Berg e. V.,120
10437,Pankow,Kita Pappelallee,Pappelallee,040,Kindergärten NordOst,120
10437,Pankow,Kita Helmistrolche,Lettestr.,004,Hanna gGmbH Kita-Trägerschaften,72
10437,Pankow,Kita Gethsemane,Greifenhagener Str.,002,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,63
10437,Pankow,Kita Gaudystraße,Gaudystr.,010,Stadt & Waldkinder Berlin gGmbH,57
10437,Pankow,Kita Elias,Göhrener Str.,011,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,46
10437,Pankow,Kita BAZUBA KAMINKA,Dunckerstr.,077,SONNENBURG Soziale Dienste gemeinnützige UG (haftungsbeschränkt),40
10437,Pankow,Kinderladen Pauline Kirschkern,Stargarder Str.,19,Kirschkern e.V.,35
10437,Pankow,EKT - Villa Kunterbunt,Dunckerstr.,021,Kunter - Bund e.V.,30
10437,Pankow,EKT Domino,Lychener Str.,021,Deutsch-Französische Kita Domino e. V.,30
10437,Pankow,EKT - Mischpoke,Lychener Str.,076,Mischpoke e.V.,30
10437,Pankow,Kindergarten Aramsamsam,Stargarder Str.,062,Aramsamsam Berlin e. V.,30
10437,Pankow,Kita Lettestraße 8,Lettestr.,008,Kinderschlummerland gGmbH,30
10437,Pankow,Kita Mauerschwalben,Gleimstr.,058,Mauerschwalben e.V.,30
10437,Pankow,Deutsch-chinesische Kita,Dunckerstr.,90A,Kita Bambuswald e.V.,28
10437,Pankow,Kita Hoppetosse,Lychener Str.,066,Hoppetosse-Berlin e.V.,27
10437,Pankow,EKT Josephine,Kopenhagener Str.,065,EKT Josephine e. V.,26
10437,Pankow,Kita Edgar Berlin,Dunckerstr.,74,Edgar Berlin gGmbH,26
10437,Pankow,EKT - 10 Vorne,Schliemannstr.,033,10 Vorne e. V.,25
10437,Pankow,EKT - Zebra Int. Kiga,Sonnenburger Str.,054,Zebra International Kindergarten e. V.,25
10437,Pankow,EKT uno dos tres,Gleimstr.,056,uno dos tres e.V.,25
10437,Pankow,EKT Sausebrause,Korsörer Str.,010,"Erzieher/innen-Elterninitiativkindertagesstätte ""Sausebrause"" e.V.",25
10437,Pankow,Kita Remmi-Demmi,Greifenhagener Str.,029,Remmi Demmi gemeinnützige GmbH,25
10437,Pankow,Kita SEHsternTaler,Greifenhagener Str.,033,SEHstern e.V.,25
10437,Pankow,Kita Kinderschlummerland,Göhrener Str.,003,Kinderschlummerland gGmbH,25
10437,Pankow,Kita Berliner Pandabären,Schliemannstr.,042,Interkulturelle Kindheit gemeinnützige UG (haftungsbeschränkt),25
10437,Pankow,Kindergarten Aramsamsam 2,Korsörer Str.,004,Aramsamsam Berlin e. V.,25
10437,Pankow,Kita Die wilden Küken,Gleimstr.,013,Die wilden Küken Prenzlauer Berg gemeinnützige UG (haftungsbeschränkt),25
10437,Pankow,Kinderladen Spaceys,Greifenhagener Str.,035,Spaceys Kindergärten GmbH,25
10437,Pankow,Integrationskita Prenzl.Berg Pustekuchen,Sonnenburger Str.,57,"Integrationskindertagesstätte Prenzlauer Berg ""Pustekuchen"" e. V.",24
10437,Pankow,Kita KiBa,Raumerstr.,19,KiBa e. V.,22
10437,Pankow,Kita Edgar Berlin,Korsörer Str.,019,Edgar Berlin gGmbH,22
10437,Pankow,EKT Billabong 02,Greifenhagener Str.,014,billabong 02 e. V.,21
10437,Pankow,EKT Grashüpfer,Gaudystr.,009,Grashüpfer e. V.,20
10437,Pankow,EKT Kindertraum,Dunckerstr.,025,Kila Kindertraum Prenzl'Berg e. V.,20
10437,Pankow,Folli Folletti,Cantianstr.,015,Folli Folletti e.V.,20
10437,Pankow,Kinderladen Prenzlpanther,Schliemannstr.,44,Kinderladen Prenzlpanther e. V.,19
10437,Pankow,Kita der Basisgemeinde Prenzl.Berg,Dunckerstr.,014,Basisgemeinde Prenzlauer Berg e.V.,18
10437,Pankow,Kita Räuberhöhle,Kopenhagener Str.,039,Zwergenbaude e.V.,18
10437,Pankow,Coworking Toddler Prenzlauer Berg,Greifenhagener Str.,048,CT Toddler Berlin gUG (haftungsbeschränkt),17
10439,Pankow,"Klax Krippen Regentropfenhaus und Wolkenzwerge;Klax Kindergärten Sternschnuppenhaus, Sonnenhaus und Wirbelwind",Scherenbergstr.,001,KLAX Berlin gGmbH,280
10439,Pankow,Kita Villa Schabernack,Stavangerstr.,6,Bürgerhaus BüHa gGmbH,200
10439,Pankow,Kita Schivelbeiner Str. 12/Kigä NordOst,Schivelbeiner Str.,012,Kindergärten NordOst,195
10439,Pankow,Kath. Kita Heilige Familie,Kuglerstr.,040,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,120
10439,Pankow,Humanistische Kindertagesstätte Stahlheimer Straße,Stahlheimer Str.,27,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",120
10439,Pankow,Berlin Kids international Kita,Wichertstr.,024,Pfefferwerk Stadtkultur gGmbH,85
10439,Pankow,Kita Freche Früchtchen,Paul-Robeson-Str.,012,KUBIBE gGmbH,70
10439,Pankow,Kita Drieselmäuse,Driesener Str.,024,Forum Soziale Dienste GmbH,65
10439,Pankow,Kath. Kita St. Augustinus,Schivelbeiner Str.,029,Kitas im Erzbistum Berlin-Zweckverband der katholischen Kirchengemeinden,60
10439,Pankow,Kita Zum klingenden Bäumchen,Dänenstr.,008,JAO gGmbH,55
10439,Pankow,Evangelische Kita Arche,Schönhauser Allee,104,Stephanus gGmbH,51
10439,Pankow,Kita Erich-Weinert-Str. 33/Kigä NordOst,Erich-Weinert-Str.,033,Kindergärten NordOst,48
10439,Pankow,EKT Paul-Robeson-Straße,Paul-Robeson-Str.,030,PIDA e. V.,30
10439,Pankow,Kita Paul,Paul-Robeson-Str.,008,Hauptstadtkinder gGmbH,25
10439,Pankow,Kita Drachenhöhle,Gudvanger Str.,012,Drachenreiter gemeinnützige GmbH,25
10439,Pankow,Kindergarten Brüderchen & Schwesterchen,Seelower Str.,021,GemBeki Gemeinsinn-für Berliner Kinder gGmbH,25
